ci95_high,ci95_low,count,direction,evidence,mean,method_a,method_b,metric,relative_ci95_high_percent,relative_ci95_low_percent,relative_mean_percent,standard_deviation
0.014754422172047104,0.00895986354223865,5,higher_is_better,five-seed scenario-macro paired mean,0.011857142857142877,SwitchGLOBE Exact,Evo-QGeo (Adapted),overall_pdr,1.753815336641951,1.0620333321038684,1.4079243343729098,0.0023337584646721437
0.025671119865371652,0.018900308706056922,5,higher_is_better,five-seed scenario-macro paired mean,0.022285714285714287,SwitchGLOBE Exact,Evo-QGeo (Adapted),deadline_delivery_ratio,3.155265072700867,2.3123566593228726,2.73381086601187,0.002726944166974404
0.43539547368468545,0.1503188120296006,5,lower_is_better,five-seed scenario-macro paired mean,0.29285714285714304,SwitchGLOBE Exact,Evo-QGeo (Adapted),p95_success_delay,9.415373834253263,3.3844675335243153,6.399920683888789,0.11481462432627478
0.03236657177252267,0.008258602069307508,5,lower_is_better,five-seed scenario-macro paired mean,0.020312586920915088,SwitchGLOBE Exact,Evo-QGeo (Adapted),energy_per_delivered_packet,1.4351503759940858,0.36950956963238235,0.9023299728132341,0.009709484700269189
1753.4625426963646,1506.7493144464927,5,lower_is_better,five-seed scenario-macro paired mean,1630.1059285714286,SwitchGLOBE Exact,Evo-QGeo (Adapted),mean_policy_input_bytes,27.190089094482875,23.34537579205175,25.267732443267313,99.36375167779813
0.30645647537235665,0.053844263386853886,5,higher_is_better,five-seed scenario-macro paired mean,0.18015036937960527,SwitchGLOBE Exact,RDQN-HERP (Adapted),connected_pair_pdr,53.18483095431925,1.223241235901952,27.204036095110602,0.10173956735341703
0.2859474339084187,0.05819542323443849,5,higher_is_better,five-seed scenario-macro paired mean,0.1720714285714286,SwitchGLOBE Exact,RDQN-HERP (Adapted),overall_pdr,51.912673000582515,2.8194088050628245,27.366040902822668,0.09172712137595057
0.3842654969270473,0.09187736021580978,5,higher_is_better,five-seed scenario-macro paired mean,0.23807142857142854,SwitchGLOBE Exact,RDQN-HERP (Adapted),deadline_delivery_ratio,89.88037674285053,0.7726190247067279,45.32649788377863,0.11775932087550955
2.4094564088292754,1.3876864483135813,5,lower_is_better,five-seed scenario-macro paired mean,1.8985714285714284,SwitchGLOBE Exact,RDQN-HERP (Adapted),p95_success_delay,36.55678898565961,24.573450772142124,30.565119878900866,0.41151784745683856
1.7524262192142266,0.4881747469583817,5,lower_is_better,five-seed scenario-macro paired mean,1.1203004830863041,SwitchGLOBE Exact,RDQN-HERP (Adapted),energy_per_delivered_packet,45.65093622250751,18.63652532067104,32.143730771589276,0.5091772753274962
623.4477759164994,-311.5540616307843,5,lower_is_better,five-seed scenario-macro paired mean,155.9468571428575,SwitchGLOBE Exact,RDQN-HERP (Adapted),mean_policy_input_bytes,12.017604977319772,-6.535123891486487,2.7412405429166427,376.5719862829506
0.3399982064747535,0.11900425285993171,5,higher_is_better,five-seed scenario-macro paired mean,0.2295012296673426,SwitchGLOBE Exact,GAT-GRU-DDQN,connected_pair_pdr,58.927414618439514,12.851757446265882,35.889586032352696,0.08900531392276241
0.3280983684778819,0.11290163152211813,5,higher_is_better,five-seed scenario-macro paired mean,0.2205,SwitchGLOBE Exact,GAT-GRU-DDQN,overall_pdr,60.597091896382146,13.11234091230616,36.85471640434415,0.08667048493682078
0.35408630888815057,0.15777083396899222,5,higher_is_better,five-seed scenario-macro paired mean,0.2559285714285714,SwitchGLOBE Exact,GAT-GRU-DDQN,deadline_delivery_ratio,71.55022485350449,20.823857625137887,46.18704123932119,0.07906605672809676
1.6128198304206112,0.8471801695793892,5,lower_is_better,five-seed scenario-macro paired mean,1.2300000000000002,SwitchGLOBE Exact,GAT-GRU-DDQN,p95_success_delay,27.643772877263764,16.752191146337175,22.19798201180047,0.3083613703009468
37.21997895493628,-15.293633979144477,5,lower_is_better,five-seed scenario-macro paired mean,10.9631724878959,SwitchGLOBE Exact,GAT-GRU-DDQN,energy_per_delivered_packet,86.31940795717273,8.603394422341175,47.461401189756955,21.149857396382703
52.62895597163606,-793.0126702573504,5,lower_is_better,five-seed scenario-macro paired mean,-370.19185714285715,SwitchGLOBE Exact,GAT-GRU-DDQN,mean_policy_input_bytes,1.4034771031426043,-18.94174971338287,-8.769136305120133,340.5821615366504
